element	occurrence frequency
quantification	2
a computational investigation	2
natural language feedback	2
improving chinese semantic role labeling	2
data-driven morphological analysis	2
syntactic processing	2
automatic named entity recognition	2
centering	2
finite-state description	2
taxonomy extraction	2
spaced repetition	2
adversarial evaluation	2
latent anaphora resolution	2
a distant supervision approach	2
label propagation based semi-supervised learning	2
analogical reasoning	2
standardization	2
using distributional semantics	2
chinese event coreference resolution	2
the representation	2
cross-lingual knowledge graph alignment	2
large-scale induction and evaluation	2
question retrieval	2
n-gram co-occurrence statistics	2
semi-markov models	2
weakly-supervised learning	2
clause restructuring	2
multi-way classification	2
robust estimation	2
back-translation	2
connectionist models	2
generation	2
participation	2
word vector models	2
fine-grained classification	2
the fbk participation	2
lifelong machine learning	2
sockpuppet detection	2
head-driven parsing	2
automated extraction	2
improving beam search	2
an automatic procedure	2
autoencoding	2
partial interpretation and dialogue management	2
improving classification	2
context expansion	2
a fully-lexicalized probabilistic model	2
a psycholinguistic model	2
semi-supervised domain adaptation	2
phrase-based evaluation	2
a two-level approach	2
improved parsing	2
lattice rescoring	2
fast deployment	2
a parse-and-trim approach	2
evaluating and enhancing the robustness	2
the assignment	2
entropy	2
self-disclosure topic model	2
english machine translation	2
selective annotation	2
synchronization	2
document clustering	2
modeling human inference process	2
a character-based joint model	2
improving temporal relation extraction	2
automatic refinement	2
supervised and unsupervised methods	2
context management	2
multilingual word sense disambiguation	2
further meta-evaluation	2
inferencing	2
joint syntactic and semantic parsing	2
toward a rational model	2
the validation	2
quantitative evaluation	2
submission	2
knowledge sharing	2
a dictionary-based approach	2
entity resolution	2
comparison and evaluation	2
gamification	2
unknown word detection	2
learning methods	2
an alternative conception	2
reactive content selection	2
turn-taking	2
universal language model fine-tuning	2
improved unsupervised pos induction	2
the muc-6 evaluation	2
dutch word sense disambiguation	2
knowledge enrichment	2
taxonomy enrichment	2
text alignment	2
automatic inference	2
class-based probability estimation	2
automatic retrieval and clustering	2
efficient processing	2
efficient construction	2
gapping	2
improving the robustness	2
a robust self-learning method	2
selective stemming	2
the sensitivity	2
argument selection and coercion	2
unsupervised mining	2
sentiment translation	2
improving translation selection	2
a divide-and-conquer strategy	2
morphology induction	2
restoration	2
robust prediction	2
improving text normalization	2
suicide risk assessment	2
ensemble deep learning models	2
maximum weight matching	2
phrase-based decoding	2
automated fact-checking	2
natural language semantics	2
error profiling	2
probabilistic lr parsing	2
knowledge-free induction	2
short text classification	2
end-to-end evaluation	2
context modeling	2
the knowledge representation	2
streamlining translation workflows	2
automated analysis	2
a robust approach	2
improving multilingual summarization	2
lexico-semantic annotation	2
a bayesian method	2
response-based learning	2
incremental prediction	2
exploring the characteristics	2
eye tracking	2
sparse coding	2
a stochastic approach	2
tracking the evolution	2
customizable generation	2
word alignment based parallel corpora evaluation and cleaning	2
hierarchical sub-sentential alignment	2
improving phrase-based translation	2
unsupervised multilingual learning	2
search algorithms	2
incremental adaptation	2
profiting	2
global inference	2
personalized machine translation	2
answer validation	2
crowd-sourcing	2
coherence modeling	2
comparing automatic and human evaluation	2
subword-based tagging	2
contextual spelling correction	2
domain based classification	2
shift-reduce ccg parsing	2
automatic wordnet mapping	2
improving slot filling	2
a preliminary exploration	2
natural language models	2
annotating	2
automatic semantic tagging	2
a formalization	2
a web-based approach	2
semi-automatic recognition	2
hidden markov tree model	2
encoding	2
experimental evaluation	2
terminology finite-state preprocessing	2
robust natural language processing	2
computational natural language learning	2
dialogue interaction	2
semantic categorization	2
pivot	2
subjectivity recognition	2
computational approaches	2
effective crowdsourcing	2
japanese-english translation	2
cross-linguistic annotation	2
linearization	2
porting	2
prosodic analysis	2
structured prediction models	2
author profiling	2
query rewriting	2
multi-sentence compression	2
a hybrid feature identification technique	2
a logical semantics	2
reduction	2
a tree kernel approach	2
new dataset and methods	2
structured belief propagation	2
lexical association	2
multi-stage pre-training	2
named entity scoring	2
response selection	2
computational experiments	2
the ilsp/arc submission	2
aspect-level sentiment analysis	2
random walk	2
an interlingua	2
hidden markov model	2
a stochastic finite-state word-segmentation algorithm	2
morphological inflection generation	2
automatic extraction and evaluation	2
flow network models	2
a structured model	2
discriminative pruning	2
improving automatic indexing	2
regular approximation	2
global attention	2
discourse analysis	2
individuality-preserving voice conversion	2
named entity recognition and relation extraction	2
a concept-based adaptive approach	2
exploiting social q\&a collection	2
modeling the helpful opinion mining	2
a distributional semantic model	2
improving neural abstractive document summarization	2
bayesian word alignment	2
deep representation learning	2
the induction	2
trainable generation	2
morphological analysis and generation	2
translation selection	2
spontaneous speech collection	2
distributional semantics and probabilistic logic	2
distributional clustering	2
a new methodology	2
word sense acquisition	2
bilingual experiments	2
automatic conversion	2
cuni submission	2
multilingual evaluation	2
improved models	2
the automatic identification	2
simulating the acquisition	2
deep neural models	2
an efficient method	2
vector space model	2
unsupervised models	2
a two-stage model	2
improving precision	2
unsupervized word segmentation	2
tree labeling	2
treebanking	2
corpus development	2
assimilation	2
automatic proofreading	2
a general methodology	2
a fast and accurate method	2
consonant spreading	2
automatic enrichment	2
zero-shot learning	2
semantic indexing	2
a machine-learning approach	2
spoken language translation	2
machine-learning technique	2
extraposition	2
document-level neural machine translation	2
linear regression	2
improving subcategorization acquisition	2
a fast algorithm	2
easy-first dependency parsing	2
graph-based algorithms	2
cross-domain sentiment classification	2
the module-attribute representation	2
learning constraint grammar-style disambiguation rules	2
sentence fusion	2
some prosodic characteristics	2
a hierarchical model	2
improving low-resource neural machine translation	2
collaborative decoding	2
an empirical examination	2
an interactive domain independent approach	2
graph unification	2
word co-occurrence augmented topic model	2
opinion summarization	2
concurrent lexicalized dependency parsing	2
genre classification	2
feature engineering	2
a preliminary experiment	2
multimodal analysis	2
ambiguity preserving machine translation	2
hierarchical modeling	2
computer assisted translation	2
adjectival modification	2
inter-sentence relation extraction	2
bbn system description	2
design and collection	2
automatic interpretation	2
incremental semantic construction	2
a noisy-channel model	2
