element	occurrence frequency
constructing a corpus	2
improved lexical disambiguation	2
the 2015 workshop	2
assisted writing	2
a minority language	2
sentence pair modeling	2
automatic text simplification	2
senseval-3 task	2
learning discourse structure	2
unification grammars	2
capturing multiword expressions	2
large-vocabulary continuous speech recognition	2
gender bias mitigation	2
a restricted domain	2
a rich structured tagset	2
interactive systems	2
graph-to-sequence learning	2
robust spoken-language translation	2
grammar acquisition	2
comparing language experiences (with particular emphasis on	2
finding deceptive opinion spam	2
formality style transfer	2
translation errors	2
statistical natural language processing	2
japanese word processor technology	2
cross-lingual word embeddings	2
senseval-2	2
foreign language tutoring	2
non-autoregressive machine translation	2
chinese homophone disambiguation	2
word representation	2
improving distributional thesauri	2
the wmt14 metrics task	2
document enrichment	2
linguistic typology	2
term classification	2
automatic chinese text categorization	2
human-computer conversation	2
computer assisted translation	2
chinese word segmentation and part-of-speech tagging	2
adjectival modification	2
monolingual alignment	2
joint intent detection and slot filling	2
humor detection	2
tts systems	2
bionlp 2011	2
tempeval-3	2
the fever shared task	2
hypernymy detection	2
transferring knowledge	2
reduplication	2
on-device short text classification	2
the blind	2
noun compound paraphrasing	2
small bilingual corpora	2
bio-molecular event extraction	2
unwritten languages	2
ltag	2
vietnamese named entity recognition	2
semantic processing	2
short answer grading	2
spoken language	2
bird and klein	2
dependency grammar induction	2
text clustering	2
unsupervised morphological paradigm completion	2
variation	2
single-document summarization	2
exploiting rich syntactic information	2
animation	2
the atis domain	2
wnut-2020 task 2	2
the cultural heritage domain	2
croatian word sense disambiguation	2
task oriented dialog	2
neural sequence labeling	2
bilingual sub-sentential alignment	2
unsupervised sentence representation learning	2
detection	2
automatic parsing	2
morphological processing	2
improved machine translation	2
innovative multilingual big data analytics markets	2
cross-modal retrieval task	2
extracting parallel sentences	2
pronoun interpretation	2
text-level discourse parsing	2
deep grammars	2
germanet	2
improve chinese word segmentation	2
language interaction	2
named entity transliteration	2
attribution relations	2
syntax and semantics	2
coherent multi-document summarization	2
pruning the search space	2
neural sequence prediction	2
data selection	2
stripping adjectives	2
virtual human dialogue systems	2
reading comprehension and question answering	2
interpretable sts	2
parse selection	2
the lingstat machine-aided translation system	2
annotating expressions	2
low-resource settings	2
the semantic web	2
content synchronization	2
the madar arabic dialect identification shared task	2
addressing class imbalance	2
pattern-matching	2
sentence comprehension	2
embedding words	2
parsing morphologically-rich languages	2
labda at semeval-2017 task 10	2
wikipedia articles	2
low resource machine translation	2
a math word problem solver	2
a gap-filling task	2
quote attribution	2
speech-to-speech dialogue translation	2
automatic question generation	2
analyzing the use	2
commonsense machine comprehension	2
realization ranking	2
probabilistic finite automata	2
targeted aspect-based sentiment analysis	2
lexical distributional similarity	2
statistical language modeling	2
relation extraction rules	2
the first shared task	2
code generation	2
spontaneous speech	2
therapeutic purposes	2
corpus processing	2
dialogue translation	2
speech and writing	2
sentence representation evaluation	2
six central and eastern european languages	2
text processing	2
spoken language applications	2
aggression identification	2
a sign language concordancer	2
language understanding	2
cooperation	2
essay writing	2
cjk natural language processing	2
factoid question answering	2
linguistic description	2
intent detection	2
information graphics	2
weakly supervised relation extraction	2
learning shallow natural language patterns	2
translation evaluation	2
discourse representation structure parsing	2
taxonomy induction	2
real-time crowd captioning	2
relation-level metaphor identification	2
sense identification	2
nlp (without magic)	2
word prediction	2
human-robot communication	2
chinese word sense induction	2
multilingual text generation	2
mawdoo3 ai at madar shared task	2
the ester evaluation campaign	2
web search	2
indo-aryan language identification	2
improved sentiment classification	2
the winograd schema challenge	2
bilingual dictionary induction	2
sequential sentence classification	2
nlp research	2
query-focused multi-document summarization	2
floating quantifiers	2
omam at semeval-2017 task 4	2
n-best reranking	2
paraphrase extraction	2
sense annotation	2
a natural language understanding system	2
animated agents	2
low resource mt	2
manual annotation	2
building thematic timelines	2
hierarchical text classification	2
exploring the use	2
user simulations and rule-based dialogue management	2
the qalb-2014 shared task	2
multilingual all-words sense disambiguation and entity linking	2
the sighan bakeoff 2007	2
lexicalization	2
zero-shot intent classification	2
deep machine translation	2
the automatic extraction of subsegmental primes and phonological constituents	2
topic models	2
reducing gender bias	2
document filtering	2
dialog generation	2
all-words wsd	2
unsupervised parsing	2
agreement	2
bidirectional word alignment	2
tree-to-string translation	2
the 2013 workshop	2
the acl anthology	2
english translation	2
the wmt12 quality estimation shared task	2
highly inflective languages	2
unification grammar	2
latent dirichlet allocation	2
low-resource pos tagging	2
passage retrieval	2
arabic natural language processing	2
computer assisted pronunciation training	2
improve question answering	2
automated essay scoring	2
extracting keyphrases	2
cross-lingual transfer learning	2
cl-scisumm 2016 shared task	2
sequence segmentation	2
the 2014 workshop	2
the conll--sigmorphon 2018 shared task	2
computational lfg	2
polarity classification	2
knowledge graphs	2
shared task	2
statistical parsers	2
cross-lingual named entity recognition	2
solve math word problems	2
abstract meaning representation	2
automatically harvesting semantic relations	2
mapping bitext correspondence	2
evaluation measures	2
hidden markov models	2
chinese social media text summarization	2
post-editing and assessing machine translation	2
non-native readers	2
text generation and understanding	2
off-topic spoken response detection	2
simple recurrent network learning	2
context-aware neural machine translation	2
subtitle generation	2
parsing and tagging	2
the story cloze test	2
word sense disambiguation and text classification	2
tree-based machine translation	2
khmer language	2
argument reasoning comprehension task	2
incremental processing	2
semi-automatic semantic lexicon construction	2
aspect-category sentiment analysis	2
linking entities	2
bayesian inference	2
best-first probabilistic chart parsing	2
biterm topic model	2
